type,name,pruned_on,sparsity,layer,mean,std,min,max,l2_norm,total_params,nonzero_params
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.9.mlp.gate_proj.weight,-0.0000,0.0142,-0.3184,0.4805,108.5102,58720256,29360101
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.9.mlp.up_proj.weight,-0.0000,0.0113,-0.3047,0.2070,86.6525,58720256,29360128
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.9.mlp.down_proj.weight,0.0000,0.0112,-0.7070,0.6523,85.4871,58720256,29360117
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.9.input_layernorm.weight,0.3995,0.0586,0.1348,0.9492,25.8383,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.9.post_attention_layernorm.weight,0.2937,0.0282,0.0664,0.4004,18.8827,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.10.self_attn.q_proj.weight,0.0000,0.0179,-0.3789,0.3652,73.4155,16777216,8388593
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.10.self_attn.k_proj.weight,0.0000,0.0268,-0.4375,0.3750,54.9783,4194304,2097143
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.10.self_attn.v_proj.weight,0.0000,0.0085,-0.0645,0.0605,17.4215,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.10.self_attn.o_proj.weight,-0.0000,0.0095,-0.4062,0.5156,39.0908,16777216,8388604
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.10.mlp.gate_proj.weight,-0.0000,0.0138,-0.2754,0.3457,105.9580,58720256,29360111
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.10.mlp.up_proj.weight,0.0000,0.0115,-0.2461,0.2402,87.8932,58720256,29360125
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.10.mlp.down_proj.weight,0.0000,0.0113,-0.7070,0.5078,86.7133,58720256,29360127
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.10.input_layernorm.weight,0.4148,0.0585,0.1123,1.0078,26.8118,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.10.post_attention_layernorm.weight,0.2982,0.0318,0.0669,0.3867,19.1910,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.11.self_attn.q_proj.weight,-0.0000,0.0170,-0.1504,0.2021,69.7676,16777216,8388603
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.11.self_attn.k_proj.weight,-0.0000,0.0265,-0.2910,0.3125,54.3665,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.11.self_attn.v_proj.weight,0.0000,0.0083,-0.0723,0.0684,17.0484,4194304,2097149
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.11.self_attn.o_proj.weight,-0.0000,0.0097,-0.2773,0.2637,39.6432,16777216,8388604
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.11.mlp.gate_proj.weight,-0.0000,0.0137,-0.3867,0.3750,104.6368,58720256,29360081
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.11.mlp.up_proj.weight,0.0000,0.0115,-0.2314,0.1904,88.4326,58720256,29360098
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.11.mlp.down_proj.weight,0.0000,0.0114,-0.5039,0.5938,87.3657,58720256,29360118
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.11.input_layernorm.weight,0.4216,0.0626,0.1367,1.0625,27.2748,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.11.post_attention_layernorm.weight,0.3024,0.0284,0.0854,0.3848,19.4365,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.12.self_attn.q_proj.weight,0.0000,0.0172,-0.2520,0.2109,70.2885,16777216,8388601
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.12.self_attn.k_proj.weight,-0.0000,0.0258,-0.2227,0.2305,52.8256,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.12.self_attn.v_proj.weight,-0.0000,0.0098,-0.0679,0.0977,20.0169,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.12.self_attn.o_proj.weight,-0.0000,0.0105,-0.3516,0.4590,42.8325,16777216,8388608
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.12.mlp.gate_proj.weight,-0.0000,0.0135,-0.4258,0.4238,103.4842,58720256,29360105
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.12.mlp.up_proj.weight,0.0000,0.0118,-0.2773,0.3281,90.1288,58720256,29360128
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.12.mlp.down_proj.weight,-0.0000,0.0116,-0.9141,0.7266,88.5544,58720256,29360124
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.12.input_layernorm.weight,0.3927,0.0562,0.1230,0.9180,25.3884,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.12.post_attention_layernorm.weight,0.2995,0.0220,0.0684,0.4043,19.2199,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.13.self_attn.q_proj.weight,-0.0000,0.0174,-0.1777,0.1670,71.2426,16777216,8388608
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.13.self_attn.k_proj.weight,0.0000,0.0267,-0.3926,0.3066,54.6260,4194304,2097151
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.13.self_attn.v_proj.weight,0.0000,0.0091,-0.0742,0.0996,18.6324,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.13.self_attn.o_proj.weight,-0.0000,0.0102,-0.7773,0.4727,41.5946,16777216,8388598
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.13.mlp.gate_proj.weight,-0.0000,0.0135,-0.3926,0.4844,103.4941,58720256,29360119
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.13.mlp.up_proj.weight,-0.0000,0.0118,-0.2832,0.3652,90.4738,58720256,29360085
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.13.mlp.down_proj.weight,-0.0000,0.0116,-0.7422,0.9102,88.5889,58720256,29360128
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.13.input_layernorm.weight,0.4510,0.0708,0.1206,1.0078,29.2202,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.13.post_attention_layernorm.weight,0.3103,0.0207,0.0864,0.4473,19.9057,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.14.self_attn.q_proj.weight,-0.0000,0.0170,-0.3320,0.3359,69.7503,16777216,8388608
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.14.self_attn.k_proj.weight,-0.0000,0.0264,-0.3730,0.3535,54.0921,4194304,2097149
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.14.self_attn.v_proj.weight,-0.0000,0.0090,-0.0771,0.0879,18.4861,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.14.self_attn.o_proj.weight,-0.0000,0.0102,-0.2207,0.2031,41.5837,16777216,8388607
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.14.mlp.gate_proj.weight,-0.0000,0.0138,-0.3809,0.4883,105.7924,58720256,29360118
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.14.mlp.up_proj.weight,0.0000,0.0118,-0.4570,0.3613,90.2639,58720256,29360113
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.14.mlp.down_proj.weight,-0.0000,0.0115,-0.8203,0.4531,88.3935,58720256,29360127
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.14.input_layernorm.weight,0.4469,0.0597,0.1216,1.0078,28.8540,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.14.post_attention_layernorm.weight,0.3270,0.0190,0.0708,0.4453,20.9636,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.15.self_attn.q_proj.weight,-0.0000,0.0187,-0.4297,0.3965,76.6572,16777216,8388606
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.15.self_attn.k_proj.weight,-0.0000,0.0259,-0.4004,0.3301,52.9515,4194304,2097151
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.15.self_attn.v_proj.weight,-0.0000,0.0099,-0.1416,0.1226,20.1815,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.15.self_attn.o_proj.weight,0.0000,0.0104,-0.4668,0.4316,42.7331,16777216,8388605
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.15.mlp.gate_proj.weight,-0.0001,0.0141,-0.3789,0.3809,108.1656,58720256,29360075
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.15.mlp.up_proj.weight,0.0000,0.0117,-0.2812,0.2734,89.7070,58720256,29360110
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.15.mlp.down_proj.weight,0.0000,0.0115,-0.6328,0.5664,88.1835,58720256,29360125
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.15.input_layernorm.weight,0.4458,0.0438,0.1079,0.9570,28.6652,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.15.post_attention_layernorm.weight,0.3419,0.0224,0.0762,0.5156,21.9318,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.16.self_attn.q_proj.weight,-0.0000,0.0180,-0.3809,0.4023,73.8234,16777216,8388602
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.16.self_attn.k_proj.weight,0.0000,0.0261,-0.3398,0.3633,53.5478,4194304,2097149
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.16.self_attn.v_proj.weight,0.0000,0.0093,-0.1367,0.0986,19.0045,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.16.self_attn.o_proj.weight,0.0000,0.0100,-0.4570,0.4824,41.0122,16777216,8388604
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.16.mlp.gate_proj.weight,-0.0000,0.0144,-0.3242,0.4863,110.5130,58720256,29360112
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.16.mlp.up_proj.weight,-0.0000,0.0116,-0.2676,0.2539,88.6045,58720256,29360109
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.16.mlp.down_proj.weight,-0.0000,0.0114,-0.8086,0.5938,87.0623,58720256,29360128
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.16.input_layernorm.weight,0.4291,0.0493,0.0864,0.9922,27.6412,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.16.post_attention_layernorm.weight,0.3608,0.0291,0.0811,0.4961,23.1695,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.17.self_attn.q_proj.weight,0.0000,0.0181,-0.1914,0.2070,74.2693,16777216,8388603
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.17.self_attn.k_proj.weight,0.0000,0.0261,-0.3613,0.3418,53.5555,4194304,2097150
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.17.self_attn.v_proj.weight,0.0000,0.0102,-0.0776,0.0693,20.8177,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.17.self_attn.o_proj.weight,0.0000,0.0103,-0.4688,0.4551,42.2998,16777216,8388608
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.17.mlp.gate_proj.weight,-0.0000,0.0146,-0.2930,0.3984,111.5227,58720256,29360116
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.17.mlp.up_proj.weight,-0.0000,0.0115,-0.3164,0.2637,88.3366,58720256,29360108
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.17.mlp.down_proj.weight,0.0000,0.0114,-0.6172,0.5703,87.0224,58720256,29360127
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.17.input_layernorm.weight,0.4462,0.0409,0.0918,0.9609,28.6784,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.17.post_attention_layernorm.weight,0.3732,0.0308,0.0674,0.4863,23.9649,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.18.self_attn.q_proj.weight,0.0000,0.0178,-0.2139,0.1914,72.8709,16777216,8388605
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.18.self_attn.k_proj.weight,-0.0000,0.0268,-0.2832,0.2773,54.8133,4194304,2097149
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.18.self_attn.v_proj.weight,0.0000,0.0093,-0.0781,0.0869,19.0318,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.18.self_attn.o_proj.weight,-0.0000,0.0098,-0.2891,0.8281,40.2553,16777216,8388605
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.18.mlp.gate_proj.weight,-0.0000,0.0146,-0.5156,0.3984,111.7295,58720256,29360099
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.18.mlp.up_proj.weight,0.0000,0.0115,-0.2178,0.2363,87.9174,58720256,29360105
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.18.mlp.down_proj.weight,-0.0000,0.0113,-0.7891,0.4570,86.8444,58720256,29360128
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.18.input_layernorm.weight,0.4592,0.0404,0.0645,0.9961,29.5037,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.18.post_attention_layernorm.weight,0.3880,0.0366,0.0669,0.4453,24.9392,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.19.self_attn.q_proj.weight,-0.0000,0.0178,-0.2656,0.1973,72.8159,16777216,8388606
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.19.self_attn.k_proj.weight,0.0000,0.0256,-0.3027,0.3027,52.4634,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.19.self_attn.v_proj.weight,0.0000,0.0098,-0.0845,0.1025,20.0635,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.19.self_attn.o_proj.weight,0.0000,0.0101,-0.5703,0.3848,41.3417,16777216,8388605
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.19.mlp.gate_proj.weight,-0.0000,0.0147,-0.4688,0.3496,112.2918,58720256,29360119
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.19.mlp.up_proj.weight,-0.0000,0.0114,-0.2461,0.2793,87.6187,58720256,29360125
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.19.mlp.down_proj.weight,-0.0000,0.0113,-0.6562,0.8203,86.7536,58720256,29360116
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.19.input_layernorm.weight,0.4627,0.0395,0.0903,0.9688,29.7211,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.19.post_attention_layernorm.weight,0.4008,0.0386,0.0742,0.4453,25.7712,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.20.self_attn.q_proj.weight,-0.0000,0.0176,-0.2402,0.2119,72.0465,16777216,8388604
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.20.self_attn.k_proj.weight,0.0000,0.0252,-0.3164,0.2930,51.7079,4194304,2097151
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.20.self_attn.v_proj.weight,0.0000,0.0103,-0.0859,0.0815,21.1190,4194304,2097147
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.20.self_attn.o_proj.weight,-0.0000,0.0101,-0.6094,0.3906,41.3689,16777216,8388601
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.20.mlp.gate_proj.weight,-0.0000,0.0146,-0.4004,0.3926,112.1775,58720256,29360102
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.20.mlp.up_proj.weight,-0.0000,0.0115,-0.2852,0.2617,87.9141,58720256,29360128
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.20.mlp.down_proj.weight,-0.0000,0.0114,-0.4551,0.4570,87.0805,58720256,29360125
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.20.input_layernorm.weight,0.4664,0.0510,0.0728,1.0547,30.0306,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.20.post_attention_layernorm.weight,0.4131,0.0394,0.0649,0.4609,26.5598,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.21.self_attn.q_proj.weight,-0.0000,0.0173,-0.1992,0.2246,70.9827,16777216,8388606
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.21.self_attn.k_proj.weight,-0.0000,0.0254,-0.3105,0.3379,51.9880,4194304,2097151
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.21.self_attn.v_proj.weight,0.0000,0.0106,-0.1025,0.1240,21.7164,4194304,2097150
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.21.self_attn.o_proj.weight,0.0000,0.0106,-0.2949,0.2363,43.4345,16777216,8388608
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.21.mlp.gate_proj.weight,-0.0000,0.0147,-0.5469,0.4980,112.9293,58720256,29360115
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.21.mlp.up_proj.weight,-0.0000,0.0115,-0.3184,0.5430,88.1917,58720256,29360115
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.21.mlp.down_proj.weight,0.0000,0.0114,-0.8281,0.6016,87.3728,58720256,29360128
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.21.input_layernorm.weight,0.4596,0.0518,0.0796,1.0391,29.6037,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.21.post_attention_layernorm.weight,0.4306,0.0410,0.0718,0.4844,27.6827,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.22.self_attn.q_proj.weight,-0.0000,0.0169,-0.2285,0.1982,69.1305,16777216,8388608
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.22.self_attn.k_proj.weight,0.0000,0.0248,-0.3281,0.3418,50.7662,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.22.self_attn.v_proj.weight,-0.0000,0.0112,-0.0986,0.1074,22.8789,4194304,2097148
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.22.self_attn.o_proj.weight,0.0000,0.0105,-0.3301,0.2930,42.9643,16777216,8388606
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.22.mlp.gate_proj.weight,-0.0000,0.0147,-0.3965,0.3613,112.8223,58720256,29360095
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.22.mlp.up_proj.weight,-0.0000,0.0115,-0.1895,0.1807,88.4553,58720256,29360112
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.22.mlp.down_proj.weight,0.0000,0.0114,-0.5898,0.5234,87.7129,58720256,29360123
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.22.input_layernorm.weight,0.4779,0.0573,0.0752,1.1484,30.8040,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.22.post_attention_layernorm.weight,0.4431,0.0454,0.0732,0.5234,28.5089,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.23.self_attn.q_proj.weight,0.0000,0.0169,-0.2324,0.2295,69.2618,16777216,8388600
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.23.self_attn.k_proj.weight,0.0000,0.0247,-0.3086,0.4707,50.4984,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.23.self_attn.v_proj.weight,-0.0000,0.0118,-0.1230,0.0947,24.0748,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.23.self_attn.o_proj.weight,-0.0000,0.0110,-0.3789,0.3867,45.1798,16777216,8388606
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.23.mlp.gate_proj.weight,-0.0000,0.0147,-0.4512,0.3496,112.9324,58720256,29360127
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.23.mlp.up_proj.weight,0.0000,0.0116,-0.1953,0.1943,88.7520,58720256,29360081
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.23.mlp.down_proj.weight,0.0000,0.0115,-0.5117,0.6367,88.0669,58720256,29360123
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.23.input_layernorm.weight,0.4900,0.0510,0.0698,1.0391,31.5272,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.23.post_attention_layernorm.weight,0.4561,0.0468,0.0854,0.5352,29.3409,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.24.self_attn.q_proj.weight,0.0000,0.0166,-0.2129,0.2412,68.1330,16777216,8388605
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.24.self_attn.k_proj.weight,-0.0000,0.0236,-0.3223,0.3281,48.2404,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.24.self_attn.v_proj.weight,-0.0000,0.0128,-0.1113,0.1191,26.3038,4194304,2097151
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.24.self_attn.o_proj.weight,0.0000,0.0111,-0.1875,0.2988,45.6279,16777216,8388604
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.24.mlp.gate_proj.weight,-0.0000,0.0148,-0.5234,0.3574,113.3349,58720256,29360096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.24.mlp.up_proj.weight,-0.0000,0.0116,-0.3535,0.2930,89.0546,58720256,29360068
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.24.mlp.down_proj.weight,-0.0000,0.0115,-0.3555,0.5977,88.4057,58720256,29360127
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.24.input_layernorm.weight,0.4929,0.0638,0.0649,1.1406,31.8081,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.24.post_attention_layernorm.weight,0.4712,0.0477,0.0581,0.5312,30.3082,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.25.self_attn.q_proj.weight,-0.0000,0.0164,-0.2314,0.2227,67.0733,16777216,8388603
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.25.self_attn.k_proj.weight,0.0000,0.0235,-0.4336,0.3359,48.1528,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.25.self_attn.v_proj.weight,0.0000,0.0129,-0.1289,0.1348,26.3964,4194304,2097151
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.25.self_attn.o_proj.weight,0.0000,0.0114,-0.3555,0.3887,46.5429,16777216,8388588
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.25.mlp.gate_proj.weight,-0.0000,0.0149,-0.3672,0.2832,114.0687,58720256,29360084
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.25.mlp.up_proj.weight,0.0000,0.0117,-0.2158,0.2344,89.6599,58720256,29360111
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.25.mlp.down_proj.weight,-0.0000,0.0116,-0.2852,0.7070,89.0084,58720256,29360128
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.25.input_layernorm.weight,0.5040,0.0626,0.0669,1.1562,32.5023,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.25.post_attention_layernorm.weight,0.4880,0.0479,0.0684,0.5703,31.3826,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.26.self_attn.q_proj.weight,0.0000,0.0165,-0.2197,0.2324,67.4871,16777216,8388591
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.26.self_attn.k_proj.weight,-0.0000,0.0242,-0.3535,0.3359,49.5003,4194304,2097148
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.26.self_attn.v_proj.weight,-0.0000,0.0135,-0.1992,0.1348,27.5493,4194304,2097148
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.26.self_attn.o_proj.weight,0.0000,0.0114,-0.2656,0.3398,46.7618,16777216,8388603
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.26.mlp.gate_proj.weight,-0.0000,0.0150,-0.3965,0.4238,114.8665,58720256,29360114
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.26.mlp.up_proj.weight,-0.0000,0.0118,-0.2490,0.3320,90.2726,58720256,29360108
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.26.mlp.down_proj.weight,-0.0000,0.0117,-0.4141,0.6992,89.5820,58720256,29360119
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.26.input_layernorm.weight,0.4812,0.0703,0.0679,1.2031,31.1234,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.26.post_attention_layernorm.weight,0.5069,0.0463,0.0542,0.5547,32.5788,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.27.self_attn.q_proj.weight,-0.0000,0.0162,-0.2246,0.2207,66.3637,16777216,8388608
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.27.self_attn.k_proj.weight,-0.0000,0.0239,-0.4082,0.3926,48.9264,4194304,2097151
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.27.self_attn.v_proj.weight,-0.0000,0.0144,-0.2031,0.2578,29.4998,4194304,2097149
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.27.self_attn.o_proj.weight,0.0000,0.0113,-0.3145,0.4844,46.1370,16777216,8388607
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.27.mlp.gate_proj.weight,-0.0000,0.0151,-0.4121,0.3594,115.7750,58720256,29360075
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.27.mlp.up_proj.weight,-0.0000,0.0119,-0.1953,0.2148,91.2372,58720256,29360089
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.27.mlp.down_proj.weight,0.0000,0.0118,-0.5312,0.3516,90.2693,58720256,29360114
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.27.input_layernorm.weight,0.5164,0.0786,-0.0435,1.2500,33.4283,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.27.post_attention_layernorm.weight,0.5290,0.0460,0.0664,0.5742,33.9831,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.28.self_attn.q_proj.weight,0.0000,0.0162,-0.2695,0.2793,66.1742,16777216,8388607
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.28.self_attn.k_proj.weight,-0.0000,0.0226,-0.3008,0.2832,46.3376,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.28.self_attn.v_proj.weight,0.0000,0.0149,-0.1699,0.1416,30.4960,4194304,2097151
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.28.self_attn.o_proj.weight,0.0000,0.0122,-0.5273,0.6211,49.9753,16777216,8388607
